Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
318.816,11715,318,800000000,world,0.0008777143895332552,0.06831111215545309,0.007286158747283824,0.00012036988782151116,0.0009018256859745559,0.0006981329420131869
318.832,11716,318,816000000,world,0.0008762330687269686,0.06827512453877685,0.007252365902259811,0.00010430822113285894,0.0008508007518537912,0.0006823578488521151
318.84,11717,318,832000000,world,0.0008739850285935694,0.06811779941040591,0.00722171817120101,8.768375743688948e-05,0.000792073782393469,0.0006574150155872863
318.864,11718,318,848000000,world,0.000919819402881477,0.06814604893039944,0.00715331236482446,7.164768363685568e-05,0.0007288138302893122,0.0006275435715913999
318.88,11719,318,880000000,world,0.0009105284298759802,0.06779038144149954,0.007090262109775418,5.4100020794420575e-05,0.000656570239662236,0.0005868532832884113
318.896,11720,318,896000000,world,0.0009080426043598439,0.06771713436400627,0.0070553420740915775,3.6273348033740035e-05,0.0005771227481783881,0.0005379423736564797
318.928,11721,318,912000000,world,0.0009040176219168162,0.0679111824505391,0.006980528964952635,1.830499108564107e-05,0.0004912892514268854,0.0004802004408382335
318.928,11722,318,928000000,world,0.0008954958559657152,0.06770011164457615,0.006947748624936273,-2.725311050220476e-07,0.0004029413615777171,0.0004172092267551641
318.952,11723,318,936000000,world,0.0008976416257666387,0.06785742309394442,0.006920935664858643,-1.7223680364538763e-05,0.00031694234339361353,0.0003530767834518173
318.968,11724,318,960000000,world,0.0008817412628256066,0.06750246521775169,0.0068709956968399126,-3.408128781803495e-05,0.0002326976050619937,0.0002875894175358634
318.984,11725,318,968000000,world,0.0008759866159148541,0.06737679898104239,0.006854264962208585,-5.000624404337413e-05,0.0001505745477607587,0.0002212165546375918
319.0,11726,318,992000000,world,0.0008270633104749587,0.06698585179181256,0.006779582720523346,-6.483962377763876e-05,6.950464341041425e-05,0.00015298050081978933
319.016,11727,319,8000000,world,0.0008138098531405937,0.06670491738043838,0.006745707607537587,-7.938731717231271e-05,-1.1589615599825226e-05,8.259326222997486e-05
319.04,11728,319,24000000,world,0.0007990197042981862,0.06650685509540313,0.006706288542860876,-9.317112778854151e-05,-9.248223176342815e-05,1.0093362597975665e-05
319.064,11729,319,48000000,world,0.0006376973044092286,0.06569791948123939,0.006682104543350632,-0.00010695234943840264,-0.00017413514626828875,-6.484296280584388e-05
319.072,11730,319,64000000,world,0.0006308650449531999,0.06552042887144782,0.0066313107826902525,-0.00012050641503444902,-0.0002553719672453544,-0.00014098707911658405
319.088,11731,319,80000000,world,0.0006083856313988415,0.06522601374139769,0.006596106677401281,-0.0001339065278160107,-0.0003359648669335237,-0.00021764782366963143
319.104,11732,319,88000000,world,0.0006000794953970925,0.06505007618059848,0.006579284864188518,-0.00014702249248605667,-0.0004139225259540172,-0.0002922699146903424
319.136,11733,319,128000000,world,0.0005289398059140512,0.06418578843493024,0.006460713115831657,-0.0001712384264637517,-0.0005625475670578344,-0.0004353708877799852
319.16,11734,319,144000000,world,0.000506422181969972,0.0638408986092145,0.00642486322274577,-0.00018245268683245579,-0.0006350531088604339,-0.0005051225811765469
319.176,11735,319,160000000,world,0.00048484697643417845,0.06348183650306015,0.006389818879702489,-0.0001929908236162592,-0.0007063523145177015,-0.0005734625115571325
319.216,11736,319,208000000,world,0.0003985090151242486,0.06240429107375495,0.006250299967790029,-0.0002114397863667721,-0.0008481182743603979,-0.0007083823787103633
319.304,11737,319,296000000,world,0.00029165196044725957,0.06022590875198893,0.0060659473147830125,-0.00021934614743547977,-0.0009238756078946823,-0.0007798530307381115
